Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
74;6.1;0.8;0.5;1.5;2018-08-17 11:18:38.172723
82;6.1;0.8;0.5;2.5;2018-08-17 11:18:39.173999
91;5.1;0.8;0.5;1.5;2018-08-17 11:18:40.175531
70;6.1;0.8;0.5;1.5;2018-08-17 11:18:41.177392
89;5.1;0.8;0.5;3.5;2018-08-17 11:18:42.183702
87;6.1;0.8;0.5;3.5;2018-08-17 11:18:43.185427
77;5.1;0.8;0.5;2.5;2018-08-17 11:18:44.192342
85;6.1;0.8;0.5;1.5;2018-08-17 11:18:45.194022
86;5.1;0.8;0.5;2.5;2018-08-17 11:18:46.195627
97;5.1;0.8;0.5;2.5;2018-08-17 11:18:47.197156
77;5.1;0.8;0.5;1.5;2018-08-17 11:18:48.198733
82;6.1;0.8;0.5;3.5;2018-08-17 11:18:49.200183
83;4.1;0.8;0.5;3.5;2018-08-17 11:18:50.201583
85;6.1;0.8;0.5;2.5;2018-08-17 11:18:51.203101
99;5.1;0.8;0.5;1.5;2018-08-17 11:18:52.204615
97;6.1;0.8;0.5;3.5;2018-08-17 11:18:53.206027
91;6.1;0.8;0.5;2.5;2018-08-17 11:18:54.207379
