Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
100;5.1;0.8;0.5;2.5;2018-07-24 14:41:35.320053
81;4.1;0.8;0.5;3.5;2018-07-24 14:41:36.320760
96;5.1;0.8;0.5;3.5;2018-07-24 14:41:37.322157
76;6.1;0.8;0.5;2.5;2018-07-24 14:41:38.327504
84;4.1;0.8;0.5;3.5;2018-07-24 14:41:39.328999
80;5.1;0.8;0.5;3.5;2018-07-24 14:41:40.341680
98;5.1;0.8;0.5;3.5;2018-07-24 14:41:41.356278
100;6.1;0.8;0.5;3.5;2018-07-24 14:41:42.357766
76;4.1;0.8;0.5;1.5;2018-07-24 14:41:43.359229
95;5.1;0.8;0.5;1.5;2018-07-24 14:41:44.359786
86;5.1;0.8;0.5;1.5;2018-07-24 14:41:45.361135
85;5.1;0.8;0.5;1.5;2018-07-24 14:41:46.362622
77;5.1;0.8;0.5;3.5;2018-07-24 14:41:47.364150
95;6.1;0.8;0.5;1.5;2018-07-24 14:41:48.365636
85;6.1;0.8;0.5;3.5;2018-07-24 14:41:49.366370
93;5.1;0.8;0.5;1.5;2018-07-24 14:41:50.367778
75;6.1;0.8;0.5;3.5;2018-07-24 14:41:51.369174
83;6.1;0.8;0.5;2.5;2018-07-24 14:41:52.370697
85;5.1;0.8;0.5;1.5;2018-07-24 14:41:53.371804
76;6.1;0.8;0.5;3.5;2018-07-24 14:41:54.373294
100;4.1;0.8;0.5;2.5;2018-07-24 14:41:55.373998
100;6.1;0.8;0.5;1.5;2018-07-24 14:41:56.375484
84;5.1;0.8;0.5;1.5;2018-07-24 14:41:57.377019
70;6.1;0.8;0.5;3.5;2018-07-24 14:41:58.384955
85;4.1;0.8;0.5;1.5;2018-07-24 14:41:59.385655
85;4.1;0.8;0.5;3.5;2018-07-24 14:42:00.386726
92;5.1;0.8;0.5;1.5;2018-07-24 14:42:01.387804
79;4.1;0.8;0.5;2.5;2018-07-24 14:42:02.389318
76;5.1;0.8;0.5;2.5;2018-07-24 14:42:03.390797
100;4.1;0.8;0.5;2.5;2018-07-24 14:42:04.392267
71;4.1;0.8;0.5;1.5;2018-07-24 14:42:05.393284
87;5.1;0.8;0.5;1.5;2018-07-24 14:42:06.394331
70;5.1;0.8;0.5;2.5;2018-07-24 14:42:07.395769
