Heartrate;Speed;Cadence;Steplenght;Inclination
94;4.1;0.8;0.5;3.5;2018-05-22 11:51:15.485174
90;5.1;0.8;0.5;3.5;2018-05-22 11:51:16.486497
97;6.1;0.8;0.5;2.5;2018-05-22 11:51:17.487108
90;5.1;0.8;0.5;2.5;2018-05-22 11:51:18.487872
83;4.1;0.8;0.5;2.5;2018-05-22 11:51:19.489085
74;4.1;0.8;0.5;3.5;2018-05-22 11:51:20.490304
71;4.1;0.8;0.5;2.5;2018-05-22 11:51:21.491533
82;4.1;0.8;0.5;1.5;2018-05-22 11:51:22.492754
93;5.1;0.8;0.5;1.5;2018-05-22 11:51:23.493978
74;6.1;0.8;0.5;1.5;2018-05-22 11:51:24.495207
89;4.1;0.8;0.5;1.5;2018-05-22 11:51:25.496033
78;5.1;0.8;0.5;3.5;2018-05-22 11:51:26.497253
98;6.1;0.8;0.5;3.5;2018-05-22 11:51:27.498631
70;5.1;0.8;0.5;1.5;2018-05-22 11:51:28.499856
91;5.1;0.8;0.5;1.5;2018-05-22 11:51:29.500380
88;5.1;0.8;0.5;2.5;2018-05-22 11:51:30.501617
90;4.1;0.8;0.5;1.5;2018-05-22 11:51:31.503451
92;6.1;0.8;0.5;3.5;2018-05-22 11:51:32.503879
78;4.1;0.8;0.5;3.5;2018-05-22 11:51:33.504931
78;6.1;0.8;0.5;3.5;2018-05-22 11:51:34.506164
73;4.1;0.8;0.5;2.5;2018-05-22 11:51:35.507225
89;4.1;0.8;0.5;1.5;2018-05-22 11:51:36.508140
95;5.1;0.8;0.5;3.5;2018-05-22 11:51:37.509260
90;4.1;0.8;0.5;1.5;2018-05-22 11:51:38.510066
83;4.1;0.8;0.5;3.5;2018-05-22 11:51:39.511125
82;6.1;0.8;0.5;2.5;2018-05-22 11:51:40.511852
81;6.1;0.8;0.5;1.5;2018-05-22 11:51:41.513265
78;6.1;0.8;0.5;1.5;2018-05-22 11:51:42.514454
82;4.1;0.8;0.5;3.5;2018-05-22 11:51:43.515389
95;5.1;0.8;0.5;3.5;2018-05-22 11:51:44.516272
71;5.1;0.8;0.5;3.5;2018-05-22 11:51:45.517539
87;4.1;0.8;0.5;3.5;2018-05-22 11:51:46.519054
98;4.1;0.8;0.5;2.5;2018-05-22 11:51:47.519904
88;6.1;0.8;0.5;3.5;2018-05-22 11:51:48.521171
79;6.1;0.8;0.5;1.5;2018-05-22 11:51:49.522478
98;4.1;0.8;0.5;1.5;2018-05-22 11:51:50.523770
74;6.1;0.8;0.5;1.5;2018-05-22 11:51:51.525059
70;5.1;0.8;0.5;2.5;2018-05-22 11:51:52.526587
70;5.1;0.8;0.5;2.5;2018-05-22 11:51:53.527896
85;6.1;0.8;0.5;3.5;2018-05-22 11:51:54.529172
72;6.1;0.8;0.5;1.5;2018-05-22 11:51:55.530716
72;0.0;0.0;0.0;3.5;2018-05-22 11:51:56.531885
89;0.0;0.0;0.0;1.5;2018-05-22 11:51:57.533130
98;0.0;0.0;0.0;2.5;2018-05-22 11:51:58.534457
91;0.0;0.0;0.0;3.5;2018-05-22 11:51:59.535669
87;0.0;0.0;0.0;3.5;2018-05-22 11:52:00.536890
79;0.0;0.0;0.0;3.5;2018-05-22 11:52:01.538114
72;0.0;0.0;0.0;1.5;2018-05-22 11:52:02.539321
72;0.0;0.0;0.0;1.5;2018-05-22 11:52:03.539843
79;0.0;0.0;0.0;2.5;2018-05-22 11:52:04.541159
97;0.0;0.0;0.0;3.5;2018-05-22 11:52:05.542536
87;0.0;0.0;0.0;2.5;2018-05-22 11:52:06.543781
