Heartrate;Speed;Cadence;Steplenght;Inclination
83;5.1;0.8;0.5;2.5;2018-05-28 10:16:51.851288
84;5.1;0.8;0.5;3.5;2018-05-28 10:16:52.852608
84;4.1;0.8;0.5;3.5;2018-05-28 10:16:53.853867
78;6.1;0.8;0.5;3.5;2018-05-28 10:16:54.855107
93;6.1;0.8;0.5;3.5;2018-05-28 10:16:55.856337
70;5.1;0.8;0.5;1.5;2018-05-28 10:16:56.857578
86;5.1;0.8;0.5;3.5;2018-05-28 10:16:57.858814
76;5.1;0.8;0.5;3.5;2018-05-28 10:16:58.860047
73;6.1;0.8;0.5;3.5;2018-05-28 10:16:59.861618
98;5.1;0.8;0.5;2.5;2018-05-28 10:17:00.863043
99;4.1;0.8;0.5;3.5;2018-05-28 10:17:01.863727
95;6.1;0.8;0.5;3.5;2018-05-28 10:17:02.864958
88;5.1;0.8;0.5;3.5;2018-05-28 10:17:03.866252
74;5.1;0.8;0.5;1.5;2018-05-28 10:17:04.867195
97;4.1;0.8;0.5;1.5;2018-05-28 10:17:05.868391
91;4.1;0.8;0.5;1.5;2018-05-28 10:17:06.869622
94;5.1;0.8;0.5;2.5;2018-05-28 10:17:07.870847
88;5.1;0.8;0.5;2.5;2018-05-28 10:17:08.872068
75;6.1;0.8;0.5;2.5;2018-05-28 10:17:09.873307
82;6.1;0.8;0.5;1.5;2018-05-28 10:17:10.874551
90;5.1;0.8;0.5;3.5;2018-05-28 10:17:11.875809
91;4.1;0.8;0.5;2.5;2018-05-28 10:17:12.877034
75;4.1;0.8;0.5;3.5;2018-05-28 10:17:13.878259
77;4.1;0.8;0.5;1.5;2018-05-28 10:17:14.879477
92;6.1;0.8;0.5;2.5;2018-05-28 10:17:15.880703
71;6.1;0.8;0.5;2.5;2018-05-28 10:17:16.881935
74;4.1;0.8;0.5;2.5;2018-05-28 10:17:17.883151
91;6.1;0.8;0.5;3.5;2018-05-28 10:17:18.884408
95;6.1;0.8;0.5;2.5;2018-05-28 10:17:19.885640
79;6.1;0.8;0.5;1.5;2018-05-28 10:17:20.886872
87;5.1;0.8;0.5;2.5;2018-05-28 10:17:21.888156
81;6.1;0.8;0.5;3.5;2018-05-28 10:17:22.889418
72;6.1;0.8;0.5;1.5;2018-05-28 10:17:23.890661
88;5.1;0.8;0.5;1.5;2018-05-28 10:17:24.891883
88;5.1;0.8;0.5;1.5;2018-05-28 10:17:25.893115
71;6.1;0.8;0.5;2.5;2018-05-28 10:17:26.894351
93;4.1;0.8;0.5;3.5;2018-05-28 10:17:27.895583
89;4.1;0.8;0.5;1.5;2018-05-28 10:17:28.896819
86;5.1;0.8;0.5;2.5;2018-05-28 10:17:29.897161
99;6.1;0.8;0.5;2.5;2018-05-28 10:17:30.898396
79;4.1;0.8;0.5;1.5;2018-05-28 10:17:31.899620
73;5.1;0.8;0.5;2.5;2018-05-28 10:17:32.900848
76;4.1;0.8;0.5;1.5;2018-05-28 10:17:33.902084
73;6.1;0.8;0.5;2.5;2018-05-28 10:17:34.903325
94;5.1;0.8;0.5;3.5;2018-05-28 10:17:35.904252
99;5.1;0.8;0.5;2.5;2018-05-28 10:17:36.905511
79;5.1;0.8;0.5;3.5;2018-05-28 10:17:37.906755
94;4.1;0.8;0.5;2.5;2018-05-28 10:17:38.908047
90;4.1;0.8;0.5;1.5;2018-05-28 10:17:39.909341
81;5.1;0.8;0.5;3.5;2018-05-28 10:17:40.910571
74;5.1;0.8;0.5;1.5;2018-05-28 10:17:41.911792
99;4.1;0.8;0.5;2.5;2018-05-28 10:17:42.913017
70;4.1;0.8;0.5;1.5;2018-05-28 10:17:43.914255
95;4.1;0.8;0.5;1.5;2018-05-28 10:17:44.915515
97;4.1;0.8;0.5;2.5;2018-05-28 10:17:45.916786
78;4.1;0.8;0.5;1.5;2018-05-28 10:17:46.918034
82;5.1;0.8;0.5;3.5;2018-05-28 10:17:47.919274
74;6.1;0.8;0.5;2.5;2018-05-28 10:17:48.920499
73;4.1;0.8;0.5;2.5;2018-05-28 10:17:49.921735
71;5.1;0.8;0.5;3.5;2018-05-28 10:17:50.922977
70;6.1;0.8;0.5;1.5;2018-05-28 10:17:51.923330
99;5.1;0.8;0.5;1.5;2018-05-28 10:17:52.924228
87;6.1;0.8;0.5;1.5;2018-05-28 10:17:53.925470
75;5.1;0.8;0.5;1.5;2018-05-28 10:17:54.926706
91;4.1;0.8;0.5;2.5;2018-05-28 10:17:55.927929
98;4.1;0.8;0.5;1.5;2018-05-28 10:17:56.929154
92;6.1;0.8;0.5;1.5;2018-05-28 10:17:57.930363
96;6.1;0.8;0.5;1.5;2018-05-28 10:17:58.931589
73;5.1;0.8;0.5;1.5;2018-05-28 10:17:59.931877
100;6.1;0.8;0.5;1.5;2018-05-28 10:18:00.933111
96;6.1;0.8;0.5;3.5;2018-05-28 10:18:01.934337
70;4.1;0.8;0.5;3.5;2018-05-28 10:18:02.935547
70;6.1;0.8;0.5;3.5;2018-05-28 10:18:03.936774
70;5.1;0.8;0.5;1.5;2018-05-28 10:18:04.938000
83;4.1;0.8;0.5;2.5;2018-05-28 10:18:05.939234
