Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
78;5.1;0.8;0.5;1.5;2018-07-27 20:48:08.574834
90;4.1;0.8;0.5;1.5;2018-07-27 20:48:09.576172
95;5.1;0.8;0.5;3.5;2018-07-27 20:48:10.577350
83;6.1;0.8;0.5;3.5;2018-07-27 20:48:11.578836
96;4.1;0.8;0.5;3.5;2018-07-27 20:48:12.579890
71;6.1;0.8;0.5;2.5;2018-07-27 20:48:13.590750
75;4.1;0.8;0.5;2.5;2018-07-27 20:48:14.591916
98;4.1;0.8;0.5;2.5;2018-07-27 20:48:15.597041
83;4.1;0.8;0.5;3.5;2018-07-27 20:48:16.620313
89;4.1;0.8;0.5;2.5;2018-07-27 20:48:17.629667
87;5.1;0.8;0.5;1.5;2018-07-27 20:48:18.642277
73;6.1;0.8;0.5;1.5;2018-07-27 20:48:19.659049
85;5.1;0.8;0.5;2.5;2018-07-27 20:48:20.667759
84;4.1;0.8;0.5;2.5;2018-07-27 20:48:21.669353
81;6.1;0.8;0.5;1.5;2018-07-27 20:48:22.674879
83;6.1;0.8;0.5;1.5;2018-07-27 20:48:23.676386
79;6.1;0.8;0.5;3.5;2018-07-27 20:48:24.677915
89;4.1;0.8;0.5;3.5;2018-07-27 20:48:25.680870
77;4.1;0.8;0.5;3.5;2018-07-27 20:48:26.682644
71;5.1;0.8;0.5;3.5;2018-07-27 20:48:27.690990
95;6.1;0.8;0.5;1.5;2018-07-27 20:48:28.692139
74;5.1;0.8;0.5;3.5;2018-07-27 20:48:29.693862
77;6.1;0.8;0.5;3.5;2018-07-27 20:48:30.695408
70;4.1;0.8;0.5;1.5;2018-07-27 20:48:31.695877
95;4.1;0.8;0.5;2.5;2018-07-27 20:48:32.697620
93;5.1;0.8;0.5;2.5;2018-07-27 20:48:33.699162
79;6.1;0.8;0.5;2.5;2018-07-27 20:48:34.699958
86;6.1;0.8;0.5;3.5;2018-07-27 20:48:35.707237
76;6.1;0.8;0.5;2.5;2018-07-27 20:48:36.707916
91;4.1;0.8;0.5;1.5;2018-07-27 20:48:37.709388
90;4.1;0.8;0.5;3.5;2018-07-27 20:48:38.726438
86;4.1;0.8;0.5;1.5;2018-07-27 20:48:39.727912
83;4.1;0.8;0.5;3.5;2018-07-27 20:48:40.729363
97;6.1;0.8;0.5;2.5;2018-07-27 20:48:41.730817
89;5.1;0.8;0.5;3.5;2018-07-27 20:48:42.732261
100;4.1;0.8;0.5;2.5;2018-07-27 20:48:43.733719
74;6.1;0.8;0.5;1.5;2018-07-27 20:48:44.753733
80;6.1;0.8;0.5;2.5;2018-07-27 20:48:45.755163
