Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
83;5.1;0.8;0.5;3.5;2018-08-17 10:24:51.842335
85;4.1;0.8;0.5;3.5;2018-08-17 10:24:52.843833
70;4.1;0.8;0.5;1.5;2018-08-17 10:24:53.845347
75;5.1;0.8;0.5;3.5;2018-08-17 10:24:54.847299
82;4.1;0.8;0.5;1.5;2018-08-17 10:24:55.847976
80;4.1;0.8;0.5;3.5;2018-08-17 10:24:56.849697
98;5.1;0.8;0.5;2.5;2018-08-17 10:24:57.851379
93;5.1;0.8;0.5;3.5;2018-08-17 10:24:58.852283
71;6.1;0.8;0.5;3.5;2018-08-17 10:24:59.853830
94;5.1;0.8;0.5;3.5;2018-08-17 10:25:00.855474
75;5.1;0.8;0.5;2.5;2018-08-17 10:25:01.862257
93;6.1;0.8;0.5;2.5;2018-08-17 10:25:02.864000
81;5.1;0.8;0.5;2.5;2018-08-17 10:25:03.865603
72;6.1;0.8;0.5;1.5;2018-08-17 10:25:04.867145
81;4.1;0.8;0.5;1.5;2018-08-17 10:25:05.868674
82;6.1;0.8;0.5;3.5;2018-08-17 10:25:06.870135
84;5.1;0.8;0.5;2.5;2018-08-17 10:25:07.871629
93;6.1;0.8;0.5;3.5;2018-08-17 10:25:08.872957
97;5.1;0.8;0.5;2.5;2018-08-17 10:25:09.874261
87;4.1;0.8;0.5;2.5;2018-08-17 10:25:10.875595
86;4.1;0.8;0.5;1.5;2018-08-17 10:25:11.877007
80;5.1;0.8;0.5;2.5;2018-08-17 10:25:12.878425
72;6.1;0.8;0.5;1.5;2018-08-17 10:25:13.879800
98;5.1;0.8;0.5;1.5;2018-08-17 10:25:14.881186
89;5.1;0.8;0.5;1.5;2018-08-17 10:25:15.882610
98;4.1;0.8;0.5;3.5;2018-08-17 10:25:16.889663
73;5.1;0.8;0.5;1.5;2018-08-17 10:25:17.890905
77;5.1;0.8;0.5;1.5;2018-08-17 10:25:18.902310
85;5.1;0.8;0.5;1.5;2018-08-17 10:25:19.903969
92;6.1;0.8;0.5;1.5;2018-08-17 10:25:20.905627
73;6.1;0.8;0.5;3.5;2018-08-17 10:25:21.907166
81;5.1;0.8;0.5;2.5;2018-08-17 10:25:22.908821
89;4.1;0.8;0.5;2.5;2018-08-17 10:25:23.909812
82;4.1;0.8;0.5;2.5;2018-08-17 10:25:24.911840
99;4.1;0.8;0.5;1.5;2018-08-17 10:25:25.913426
91;4.1;0.8;0.5;2.5;2018-08-17 10:25:26.914854
70;6.1;0.8;0.5;1.5;2018-08-17 10:25:27.915920
77;6.1;0.8;0.5;2.5;2018-08-17 10:25:28.917353
82;4.1;0.8;0.5;3.5;2018-08-17 10:25:29.918710
