Heartrate;Speed;Cadence;Steplenght;Inclination
99;6.1;0.8;0.5;2.5;2018-06-06 14:39:09.834307
88;5.1;0.8;0.5;3.5;2018-06-06 14:39:10.835118
92;6.1;0.8;0.5;2.5;2018-06-06 14:39:11.836532
77;4.1;0.8;0.5;3.5;2018-06-06 14:39:12.838034
72;6.1;0.8;0.5;3.5;2018-06-06 14:39:13.839292
90;5.1;0.8;0.5;3.5;2018-06-06 14:39:14.840736
75;6.1;0.8;0.5;1.5;2018-06-06 14:39:15.841960
86;5.1;0.8;0.5;2.5;2018-06-06 14:39:16.843046
72;5.1;0.8;0.5;3.5;2018-06-06 14:39:17.844280
87;6.1;0.8;0.5;3.5;2018-06-06 14:39:18.845522
93;6.1;0.8;0.5;1.5;2018-06-06 14:39:19.846785
92;5.1;0.8;0.5;3.5;2018-06-06 14:39:20.848030
73;4.1;0.8;0.5;2.5;2018-06-06 14:39:21.849274
76;6.1;0.8;0.5;2.5;2018-06-06 14:39:22.850518
79;4.1;0.8;0.5;3.5;2018-06-06 14:39:23.852050
70;4.1;0.8;0.5;3.5;2018-06-06 14:39:24.853452
91;4.1;0.8;0.5;1.5;2018-06-06 14:39:25.854670
89;4.1;0.8;0.5;3.5;2018-06-06 14:39:26.855006
70;5.1;0.8;0.5;1.5;2018-06-06 14:39:27.856308
76;4.1;0.8;0.5;2.5;2018-06-06 14:39:28.856964
90;4.1;0.8;0.5;2.5;2018-06-06 14:39:29.858426
77;5.1;0.8;0.5;2.5;2018-06-06 14:39:30.859729
86;5.1;0.8;0.5;2.5;2018-06-06 14:39:31.861484
91;6.1;0.8;0.5;3.5;2018-06-06 14:39:32.862800
100;5.1;0.8;0.5;1.5;2018-06-06 14:39:33.864110
70;5.1;0.8;0.5;1.5;2018-06-06 14:39:34.865427
86;4.1;0.8;0.5;1.5;2018-06-06 14:39:35.866673
97;5.1;0.8;0.5;3.5;2018-06-06 14:39:36.868184
91;5.1;0.8;0.5;2.5;2018-06-06 14:39:37.868757
74;4.1;0.8;0.5;1.5;2018-06-06 14:39:38.869712
91;6.1;0.8;0.5;2.5;2018-06-06 14:39:39.870963
85;6.1;0.8;0.5;1.5;2018-06-06 14:39:40.872237
88;6.1;0.8;0.5;1.5;2018-06-06 14:39:41.873571
79;4.1;0.8;0.5;2.5;2018-06-06 14:39:42.874825
93;5.1;0.8;0.5;1.5;2018-06-06 14:39:43.875384
76;5.1;0.8;0.5;1.5;2018-06-06 14:39:44.875786
78;4.1;0.8;0.5;1.5;2018-06-06 14:39:45.877074
91;4.1;0.8;0.5;2.5;2018-06-06 14:39:46.878303
85;4.1;0.8;0.5;2.5;2018-06-06 14:39:47.879241
100;6.1;0.8;0.5;2.5;2018-06-06 14:39:48.880474
71;5.1;0.8;0.5;3.5;2018-06-06 14:39:49.881147
87;4.1;0.8;0.5;1.5;2018-06-06 14:39:50.882419
72;6.1;0.8;0.5;2.5;2018-06-06 14:39:51.882912
99;4.1;0.8;0.5;3.5;2018-06-06 14:39:52.884173
77;5.1;0.8;0.5;2.5;2018-06-06 14:39:53.885366
81;6.1;0.8;0.5;2.5;2018-06-06 14:39:54.886580
79;6.1;0.8;0.5;2.5;2018-06-06 14:39:55.887363
88;6.1;0.8;0.5;2.5;2018-06-06 14:39:56.887965
96;4.1;0.8;0.5;2.5;2018-06-06 14:39:57.889208
96;4.1;0.8;0.5;2.5;2018-06-06 14:39:58.890437
73;6.1;0.8;0.5;2.5;2018-06-06 14:39:59.891671
70;6.1;0.8;0.5;2.5;2018-06-06 14:40:00.893017
92;6.1;0.8;0.5;2.5;2018-06-06 14:40:01.894256
84;5.1;0.8;0.5;3.5;2018-06-06 14:40:02.895506
100;4.1;0.8;0.5;2.5;2018-06-06 14:40:03.896761
84;5.1;0.8;0.5;2.5;2018-06-06 14:40:04.898008
70;4.1;0.8;0.5;1.5;2018-06-06 14:40:05.899239
80;6.1;0.8;0.5;2.5;2018-06-06 14:40:06.900132
96;6.1;0.8;0.5;1.5;2018-06-06 14:40:07.901224
88;5.1;0.8;0.5;3.5;2018-06-06 14:40:08.902251
98;6.1;0.8;0.5;3.5;2018-06-06 14:40:09.903037
89;5.1;0.8;0.5;2.5;2018-06-06 14:40:10.904028
94;5.1;0.8;0.5;3.5;2018-06-06 14:40:11.905091
76;5.1;0.8;0.5;1.5;2018-06-06 14:40:12.906156
96;4.1;0.8;0.5;2.5;2018-06-06 14:40:13.906939
70;5.1;0.8;0.5;3.5;2018-06-06 14:40:14.907984
86;4.1;0.8;0.5;3.5;2018-06-06 14:40:15.909056
84;4.1;0.8;0.5;2.5;2018-06-06 14:40:16.910106
80;6.1;0.8;0.5;1.5;2018-06-06 14:40:17.911256
90;4.1;0.8;0.5;1.5;2018-06-06 14:40:18.912295
80;5.1;0.8;0.5;1.5;2018-06-06 14:40:19.913358
87;5.1;0.8;0.5;1.5;2018-06-06 14:40:20.913973
85;5.1;0.8;0.5;1.5;2018-06-06 14:40:21.915237
88;4.1;0.8;0.5;3.5;2018-06-06 14:40:22.916463
91;5.1;0.8;0.5;1.5;2018-06-06 14:40:23.918103
100;6.1;0.8;0.5;3.5;2018-06-06 14:40:24.919350
80;5.1;0.8;0.5;2.5;2018-06-06 14:40:25.920588
70;6.1;0.8;0.5;3.5;2018-06-06 14:40:26.921283
99;5.1;0.8;0.5;2.5;2018-06-06 14:40:27.922514
77;6.1;0.8;0.5;3.5;2018-06-06 14:40:28.923089
81;5.1;0.8;0.5;1.5;2018-06-06 14:40:29.923594
72;5.1;0.8;0.5;1.5;2018-06-06 14:40:30.924821
94;6.1;0.8;0.5;1.5;2018-06-06 14:40:31.925897
86;4.1;0.8;0.5;2.5;2018-06-06 14:40:32.927135
84;4.1;0.8;0.5;3.5;2018-06-06 14:40:33.928359
84;4.1;0.8;0.5;2.5;2018-06-06 14:40:34.928975
