Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
77;6.1;0.8;0.5;1.5;2018-08-17 09:43:59.709774
78;6.1;0.8;0.5;1.5;2018-08-17 09:44:00.711198
96;4.1;0.8;0.5;3.5;2018-08-17 09:44:01.712896
85;5.1;0.8;0.5;3.5;2018-08-17 09:44:02.714394
91;4.1;0.8;0.5;3.5;2018-08-17 09:44:03.715843
75;6.1;0.8;0.5;3.5;2018-08-17 09:44:04.717456
88;5.1;0.8;0.5;1.5;2018-08-17 09:44:05.719094
91;5.1;0.8;0.5;2.5;2018-08-17 09:44:06.720635
74;4.1;0.8;0.5;1.5;2018-08-17 09:44:07.722217
71;6.1;0.8;0.5;2.5;2018-08-17 09:44:08.723879
98;4.1;0.8;0.5;3.5;2018-08-17 09:44:09.725402
74;5.1;0.8;0.5;3.5;2018-08-17 09:44:10.726905
79;6.1;0.8;0.5;1.5;2018-08-17 09:44:11.738457
74;5.1;0.8;0.5;3.5;2018-08-17 09:44:12.740107
85;5.1;0.8;0.5;1.5;2018-08-17 09:44:13.741655
90;4.1;0.8;0.5;1.5;2018-08-17 09:44:14.743159
98;6.1;0.8;0.5;1.5;2018-08-17 09:44:15.744061
95;4.1;0.8;0.5;1.5;2018-08-17 09:44:16.745386
70;5.1;0.8;0.5;3.5;2018-08-17 09:44:17.747024
83;5.1;0.8;0.5;1.5;2018-08-17 09:44:18.748635
82;4.1;0.8;0.5;3.5;2018-08-17 09:44:19.750218
72;6.1;0.8;0.5;1.5;2018-08-17 09:44:20.751832
73;6.1;0.8;0.5;2.5;2018-08-17 09:44:21.753387
75;6.1;0.8;0.5;1.5;2018-08-17 09:44:22.754994
85;5.1;0.8;0.5;1.5;2018-08-17 09:44:23.755920
99;4.1;0.8;0.5;3.5;2018-08-17 09:44:24.769329
85;6.1;0.8;0.5;2.5;2018-08-17 09:44:25.770967
100;5.1;0.8;0.5;2.5;2018-08-17 09:44:26.772528
86;4.1;0.8;0.5;1.5;2018-08-17 09:44:27.774190
71;5.1;0.8;0.5;3.5;2018-08-17 09:44:28.775910
85;6.1;0.8;0.5;3.5;2018-08-17 09:44:29.777931
71;5.1;0.8;0.5;2.5;2018-08-17 09:44:30.786286
94;5.1;0.8;0.5;2.5;2018-08-17 09:44:31.787964
93;6.1;0.8;0.5;2.5;2018-08-17 09:44:32.790767
88;5.1;0.8;0.5;2.5;2018-08-17 09:44:33.791935
