Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
74;5.1;0.8;0.5;3.5;2018-07-31 15:04:18.780000
88;4.1;0.8;0.5;1.5;2018-07-31 15:04:19.783000
94;4.1;0.8;0.5;2.5;2018-07-31 15:04:20.784000
79;5.1;0.8;0.5;2.5;2018-07-31 15:04:21.786000
80;4.1;0.8;0.5;3.5;2018-07-31 15:04:22.786000
79;6.1;0.8;0.5;3.5;2018-07-31 15:04:23.787000
95;5.1;0.8;0.5;1.5;2018-07-31 15:04:24.788000
98;5.1;0.8;0.5;2.5;2018-07-31 15:04:25.789000
97;4.1;0.8;0.5;2.5;2018-07-31 15:04:26.791000
86;4.1;0.8;0.5;1.5;2018-07-31 15:04:27.791000
70;5.1;0.8;0.5;3.5;2018-07-31 15:04:28.792000
76;5.1;0.8;0.5;3.5;2018-07-31 15:04:29.793000
96;4.1;0.8;0.5;1.5;2018-07-31 15:04:30.793000
70;4.1;0.8;0.5;1.5;2018-07-31 15:04:31.794000
71;6.1;0.8;0.5;2.5;2018-07-31 15:04:32.795000
100;6.1;0.8;0.5;1.5;2018-07-31 15:04:33.795000
99;4.1;0.8;0.5;2.5;2018-07-31 15:04:34.796000
73;5.1;0.8;0.5;1.5;2018-07-31 15:04:35.797000
75;6.1;0.8;0.5;3.5;2018-07-31 15:04:36.797000
74;4.1;0.8;0.5;3.5;2018-07-31 15:04:37.798000
88;4.1;0.8;0.5;3.5;2018-07-31 15:04:38.799000
74;4.1;0.8;0.5;3.5;2018-07-31 15:04:39.800000
85;6.1;0.8;0.5;1.5;2018-07-31 15:04:40.801000
71;5.1;0.8;0.5;3.5;2018-07-31 15:04:41.802000
92;6.1;0.8;0.5;2.5;2018-07-31 15:04:42.802000
76;5.1;0.8;0.5;2.5;2018-07-31 15:04:43.803000
87;5.1;0.8;0.5;3.5;2018-07-31 15:04:45.017000
