Heartrate;Speed;Cadence;Steplenght;Inclination
71;5.1;0.8;0.5;2.5;2018-05-28 10:22:55.570259
87;5.1;0.8;0.5;2.5;2018-05-28 10:22:56.571712
70;5.1;0.8;0.5;1.5;2018-05-28 10:22:57.572297
98;6.1;0.8;0.5;1.5;2018-05-28 10:22:58.572789
94;5.1;0.8;0.5;2.5;2018-05-28 10:22:59.574096
81;5.1;0.8;0.5;1.5;2018-05-28 10:23:00.575330
96;5.1;0.8;0.5;2.5;2018-05-28 10:23:01.576569
92;4.1;0.8;0.5;2.5;2018-05-28 10:23:02.577858
84;6.1;0.8;0.5;3.5;2018-05-28 10:23:03.579109
77;4.1;0.8;0.5;1.5;2018-05-28 10:23:04.580358
92;4.1;0.8;0.5;2.5;2018-05-28 10:23:05.581477
76;5.1;0.8;0.5;2.5;2018-05-28 10:23:06.582725
100;5.1;0.8;0.5;2.5;2018-05-28 10:23:07.583972
77;4.1;0.8;0.5;1.5;2018-05-28 10:23:08.584782
71;5.1;0.8;0.5;3.5;2018-05-28 10:23:09.585383
77;4.1;0.8;0.5;2.5;2018-05-28 10:23:10.586646
77;5.1;0.8;0.5;2.5;2018-05-28 10:23:11.587887
79;5.1;0.8;0.5;3.5;2018-05-28 10:23:12.589130
99;5.1;0.8;0.5;3.5;2018-05-28 10:23:13.590374
77;5.1;0.8;0.5;3.5;2018-05-28 10:23:14.591256
72;4.1;0.8;0.5;3.5;2018-05-28 10:23:15.592513
81;5.1;0.8;0.5;2.5;2018-05-28 10:23:16.592802
88;4.1;0.8;0.5;2.5;2018-05-28 10:23:17.594042
97;5.1;0.8;0.5;1.5;2018-05-28 10:23:18.595283
97;6.1;0.8;0.5;2.5;2018-05-28 10:23:19.596532
88;4.1;0.8;0.5;2.5;2018-05-28 10:23:20.596795
98;4.1;0.8;0.5;3.5;2018-05-28 10:23:21.598039
71;4.1;0.8;0.5;1.5;2018-05-28 10:23:22.599281
77;6.1;0.8;0.5;2.5;2018-05-28 10:23:23.600529
89;6.1;0.8;0.5;1.5;2018-05-28 10:23:24.600782
78;5.1;0.8;0.5;3.5;2018-05-28 10:23:25.602029
88;5.1;0.8;0.5;2.5;2018-05-28 10:23:26.603276
87;6.1;0.8;0.5;2.5;2018-05-28 10:23:27.604221
96;4.1;0.8;0.5;3.5;2018-05-28 10:23:28.604805
77;6.1;0.8;0.5;2.5;2018-05-28 10:23:29.606058
75;5.1;0.8;0.5;2.5;2018-05-28 10:23:30.607309
79;4.1;0.8;0.5;1.5;2018-05-28 10:23:31.608565
71;4.1;0.8;0.5;1.5;2018-05-28 10:23:32.609821
87;4.1;0.8;0.5;2.5;2018-05-28 10:23:33.611073
70;5.1;0.8;0.5;2.5;2018-05-28 10:23:34.612320
71;6.1;0.8;0.5;3.5;2018-05-28 10:23:35.613567
94;5.1;0.8;0.5;3.5;2018-05-28 10:23:36.614812
94;4.1;0.8;0.5;1.5;2018-05-28 10:23:37.616063
81;6.1;0.8;0.5;1.5;2018-05-28 10:23:38.617313
81;5.1;0.8;0.5;1.5;2018-05-28 10:23:39.618564
72;6.1;0.8;0.5;2.5;2018-05-28 10:23:40.619996
76;4.1;0.8;0.5;3.5;2018-05-28 10:23:41.621424
99;5.1;0.8;0.5;2.5;2018-05-28 10:23:42.622675
83;5.1;0.8;0.5;1.5;2018-05-28 10:23:43.623929
78;4.1;0.8;0.5;3.5;2018-05-28 10:23:44.624208
76;5.1;0.8;0.5;3.5;2018-05-28 10:23:45.625459
77;5.1;0.8;0.5;2.5;2018-05-28 10:23:46.626725
