Heartrate;Speed;Cadence;Steplenght;Inclination
85;4.1;0.8;0.5;2.5;2018-06-05 10:32:57.848431
94;6.1;0.8;0.5;1.5;2018-06-05 10:32:58.849726
99;5.1;0.8;0.5;2.5;2018-06-05 10:32:59.850683
82;6.1;0.8;0.5;3.5;2018-06-05 10:33:00.851998
95;6.1;0.8;0.5;1.5;2018-06-05 10:33:01.853312
74;4.1;0.8;0.5;2.5;2018-06-05 10:33:02.854613
85;5.1;0.8;0.5;1.5;2018-06-05 10:33:03.855327
91;4.1;0.8;0.5;1.5;2018-06-05 10:33:04.856677
92;4.1;0.8;0.5;3.5;2018-06-05 10:33:05.857926
99;4.1;0.8;0.5;2.5;2018-06-05 10:33:06.859142
77;6.1;0.8;0.5;1.5;2018-06-05 10:33:07.860355
90;5.1;0.8;0.5;1.5;2018-06-05 10:33:08.861594
72;5.1;0.8;0.5;2.5;2018-06-05 10:33:09.862818
99;4.1;0.8;0.5;2.5;2018-06-05 10:33:10.864085
77;5.1;0.8;0.5;2.5;2018-06-05 10:33:11.865617
93;4.1;0.8;0.5;2.5;2018-06-05 10:33:12.866706
91;4.1;0.8;0.5;2.5;2018-06-05 10:33:13.867945
76;4.1;0.8;0.5;1.5;2018-06-05 10:33:14.869228
90;5.1;0.8;0.5;1.5;2018-06-05 10:33:15.870497
79;6.1;0.8;0.5;3.5;2018-06-05 10:33:16.871751
100;4.1;0.8;0.5;2.5;2018-06-05 10:33:17.872055
80;5.1;0.8;0.5;3.5;2018-06-05 10:33:18.873303
73;4.1;0.8;0.5;2.5;2018-06-05 10:33:19.874547
80;6.1;0.8;0.5;3.5;2018-06-05 10:33:20.875794
74;4.1;0.8;0.5;1.5;2018-06-05 10:33:21.877025
74;5.1;0.8;0.5;2.5;2018-06-05 10:33:22.878264
80;4.1;0.8;0.5;3.5;2018-06-05 10:33:23.878699
80;5.1;0.8;0.5;3.5;2018-06-05 10:33:24.879931
92;0.0;0.0;0.0;1.5;2018-06-05 10:33:25.880168
87;0.0;0.0;0.0;2.5;2018-06-05 10:33:26.881601
85;0.0;0.0;0.0;2.5;2018-06-05 10:33:27.882970
71;0.0;0.0;0.0;3.5;2018-06-05 10:33:28.884166
93;0.0;0.0;0.0;1.5;2018-06-05 10:33:29.885391
89;0.0;0.0;0.0;1.5;2018-06-05 10:33:30.886635
80;0.0;0.0;0.0;2.5;2018-06-05 10:33:31.887874
85;0.0;0.0;0.0;1.5;2018-06-05 10:33:32.888977
