Heartrate;Speed;Cadence;Steplenght;Inclination
70;6.1;0.8;0.5;2.5;2018-06-20 10:14:50.190346
81;4.1;0.8;0.5;1.5;2018-06-20 10:14:51.193910
72;5.1;0.8;0.5;3.5;2018-06-20 10:14:52.195108
87;5.1;0.8;0.5;2.5;2018-06-20 10:14:53.196301
90;4.1;0.8;0.5;1.5;2018-06-20 10:14:54.197499
77;5.1;0.8;0.5;3.5;2018-06-20 10:14:55.198693
97;6.1;0.8;0.5;3.5;2018-06-20 10:14:56.199889
71;5.1;0.8;0.5;1.5;2018-06-20 10:14:57.201084
84;6.1;0.8;0.5;3.5;2018-06-20 10:14:58.202285
90;5.1;0.8;0.5;2.5;2018-06-20 10:14:59.203476
75;6.1;0.8;0.5;2.5;2018-06-20 10:15:00.204884
79;5.1;0.8;0.5;2.5;2018-06-20 10:15:01.206087
