Heartrate;Speed;Cadence;Steplenght;Inclination;Timestamp
89;5.1;0.8;0.5;1.5;2018-08-15 03:15:00.929000
86;5.1;0.8;0.5;1.5;2018-08-15 03:15:01.930000
94;6.1;0.8;0.5;3.5;2018-08-15 03:15:02.931000
86;4.1;0.8;0.5;1.5;2018-08-15 03:15:03.932000
75;5.1;0.8;0.5;1.5;2018-08-15 03:15:04.933000
77;6.1;0.8;0.5;1.5;2018-08-15 03:15:05.933000
73;5.1;0.8;0.5;3.5;2018-08-15 03:15:06.934000
92;5.1;0.8;0.5;3.5;2018-08-15 03:15:07.934000
75;4.1;0.8;0.5;3.5;2018-08-15 03:15:08.935000
94;4.1;0.8;0.5;3.5;2018-08-15 03:15:09.936000
