Heartrate;Speed;Cadence;Steplenght;Inclination
90;4.1;0.8;0.5;1.5;2018-05-15 18:05:01.015757
92;6.1;0.8;0.5;2.5;2018-05-15 18:05:02.017209
81;5.1;0.8;0.5;2.5;2018-05-15 18:05:03.018421
72;6.1;0.8;0.5;1.5;2018-05-15 18:05:04.019584
96;5.1;0.8;0.5;3.5;2018-05-15 18:05:05.020798
78;6.1;0.8;0.5;1.5;2018-05-15 18:05:06.022015
86;4.1;0.8;0.5;3.5;2018-05-15 18:05:07.023232
82;5.1;0.8;0.5;1.5;2018-05-15 18:05:08.024443
90;4.1;0.8;0.5;1.5;2018-05-15 18:05:09.025723
72;5.1;0.8;0.5;2.5;2018-05-15 18:05:10.026224
71;5.1;0.8;0.5;1.5;2018-05-15 18:05:11.027434
90;4.1;0.8;0.5;3.5;2018-05-15 18:05:12.028129
88;6.1;0.8;0.5;2.5;2018-05-15 18:05:13.028518
78;6.1;0.8;0.5;2.5;2018-05-15 18:05:14.029742
80;5.1;0.8;0.5;2.5;2018-05-15 18:05:15.030961
99;5.1;0.8;0.5;2.5;2018-05-15 18:05:16.031478
78;5.1;0.8;0.5;2.5;2018-05-15 18:05:17.031972
71;4.1;0.8;0.5;3.5;2018-05-15 18:05:18.032968
72;5.1;0.8;0.5;3.5;2018-05-15 18:05:19.034048
72;6.1;0.8;0.5;2.5;2018-05-15 18:05:20.034929
97;5.1;0.8;0.5;2.5;2018-05-15 18:05:21.036259
76;6.1;0.8;0.5;2.5;2018-05-15 18:05:22.037490
76;6.1;0.8;0.5;2.5;2018-05-15 18:05:23.038321
84;5.1;0.8;0.5;3.5;2018-05-15 18:05:24.038612
87;6.1;0.8;0.5;3.5;2018-05-15 18:05:25.039844
100;5.1;0.8;0.5;1.5;2018-05-15 18:05:26.041080
93;5.1;0.8;0.5;2.5;2018-05-15 18:05:27.042059
89;6.1;0.8;0.5;3.5;2018-05-15 18:05:28.043279
84;4.1;0.8;0.5;3.5;2018-05-15 18:05:29.044498
76;5.1;0.8;0.5;2.5;2018-05-15 18:05:30.045721
76;4.1;0.8;0.5;1.5;2018-05-15 18:05:31.046112
90;0.0;0.0;0.0;1.5;2018-05-15 18:05:32.046658
84;0.0;0.0;0.0;2.5;2018-05-15 18:05:33.047889
84;0.0;0.0;0.0;2.5;2018-05-15 18:05:34.048133
75;0.0;0.0;0.0;2.5;2018-05-15 18:05:35.049361
93;0.0;0.0;0.0;2.5;2018-05-15 18:05:36.050594
71;0.0;0.0;0.0;1.5;2018-05-15 18:05:37.051841
97;0.0;0.0;0.0;1.5;2018-05-15 18:05:38.053064
70;0.0;0.0;0.0;1.5;2018-05-15 18:05:39.054292
92;0.0;0.0;0.0;1.5;2018-05-15 18:05:40.055517
93;0.0;0.0;0.0;3.5;2018-05-15 18:05:41.056736
100;0.0;0.0;0.0;1.5;2018-05-15 18:05:42.057975
84;0.0;0.0;0.0;3.5;2018-05-15 18:05:43.059300
97;0.0;0.0;0.0;2.5;2018-05-15 18:05:44.060612
85;0.0;0.0;0.0;3.5;2018-05-15 18:05:45.061834
76;0.0;0.0;0.0;3.5;2018-05-15 18:05:46.063151
99;0.0;0.0;0.0;3.5;2018-05-15 18:05:47.063665
88;0.0;0.0;0.0;1.5;2018-05-15 18:05:48.064869
71;0.0;0.0;0.0;3.5;2018-05-15 18:05:49.066075
