Heartrate;Speed;Cadence;Steplenght;Inclination
94;5.1;0.8;0.5;3.5;2018-06-18 16:10:35.037876
81;6.1;0.8;0.5;3.5;2018-06-18 16:10:36.039346
86;4.1;0.8;0.5;2.5;2018-06-18 16:10:37.040582
74;4.1;0.8;0.5;3.5;2018-06-18 16:10:38.041940
86;5.1;0.8;0.5;2.5;2018-06-18 16:10:39.043163
70;6.1;0.8;0.5;2.5;2018-06-18 16:10:40.044377
88;6.1;0.8;0.5;2.5;2018-06-18 16:10:41.045599
90;5.1;0.8;0.5;1.5;2018-06-18 16:10:42.046827
78;4.1;0.8;0.5;2.5;2018-06-18 16:10:43.048194
70;5.1;0.8;0.5;2.5;2018-06-18 16:10:44.049402
75;5.1;0.8;0.5;3.5;2018-06-18 16:10:45.050615
94;5.1;0.8;0.5;2.5;2018-06-18 16:10:46.051834
76;6.1;0.8;0.5;1.5;2018-06-18 16:10:47.053053
93;4.1;0.8;0.5;3.5;2018-06-18 16:10:48.054281
73;0.0;0.0;0.0;3.5;2018-06-18 16:10:49.055496
80;0.0;0.0;0.0;3.5;2018-06-18 16:10:50.056715
