Heartrate;Speed;Cadence;Steplenght;Inclination
74;5.1;0.8;0.5;1.5;2018-06-14 11:17:19.894772
98;4.1;0.8;0.5;2.5;2018-06-14 11:17:20.896071
92;6.1;0.8;0.5;1.5;2018-06-14 11:17:21.897274
96;6.1;0.8;0.5;3.5;2018-06-14 11:17:22.897564
79;5.1;0.8;0.5;1.5;2018-06-14 11:17:23.898726
92;6.1;0.8;0.5;2.5;2018-06-14 11:17:24.899444
94;4.1;0.8;0.5;1.5;2018-06-14 11:17:25.900644
75;4.1;0.8;0.5;3.5;2018-06-14 11:17:26.901662
79;5.1;0.8;0.5;3.5;2018-06-14 11:17:27.902379
76;4.1;0.8;0.5;2.5;2018-06-14 11:17:28.902904
86;4.1;0.8;0.5;3.5;2018-06-14 11:17:29.904120
93;6.1;0.8;0.5;2.5;2018-06-14 11:17:30.905268
79;6.1;0.8;0.5;2.5;2018-06-14 11:17:31.906343
73;6.1;0.8;0.5;2.5;2018-06-14 11:17:32.907049
71;4.1;0.8;0.5;1.5;2018-06-14 11:17:33.908102
89;5.1;0.8;0.5;3.5;2018-06-14 11:17:34.909150
97;6.1;0.8;0.5;1.5;2018-06-14 11:17:35.910268
88;4.1;0.8;0.5;1.5;2018-06-14 11:17:36.911128
100;4.1;0.8;0.5;1.5;2018-06-14 11:17:37.912329
78;4.1;0.8;0.5;2.5;2018-06-14 11:17:38.912918
83;6.1;0.8;0.5;1.5;2018-06-14 11:17:39.914138
70;6.1;0.8;0.5;1.5;2018-06-14 11:17:40.915796
78;4.1;0.8;0.5;1.5;2018-06-14 11:17:41.916462
98;5.1;0.8;0.5;2.5;2018-06-14 11:17:42.917706
75;5.1;0.8;0.5;1.5;2018-06-14 11:17:43.918945
94;5.1;0.8;0.5;2.5;2018-06-14 11:17:44.920185
99;4.1;0.8;0.5;2.5;2018-06-14 11:17:45.921416
72;4.1;0.8;0.5;1.5;2018-06-14 11:17:46.923791
80;5.1;0.8;0.5;2.5;2018-06-14 11:17:47.925024
83;5.1;0.8;0.5;1.5;2018-06-14 11:17:48.926341
84;6.1;0.8;0.5;2.5;2018-06-14 11:17:49.927583
76;6.1;0.8;0.5;2.5;2018-06-14 11:17:50.928815
98;6.1;0.8;0.5;3.5;2018-06-14 11:17:51.930041
80;6.1;0.8;0.5;2.5;2018-06-14 11:17:52.930911
94;6.1;0.8;0.5;3.5;2018-06-14 11:17:53.932161
82;4.1;0.8;0.5;3.5;2018-06-14 11:17:54.933406
